timestamp,gt_x,gt_y,gt_z,wls_x,wls_y,wls_z,lc_x,lc_y,lc_z,lc_qx,lc_qy,lc_qz,lc_qw,lc_vx,lc_vy,lc_vz,lc_bias_ax,lc_bias_ay,lc_bias_az,wls_gt_err,lc_gt_err,integ_chi2,integ_threshold,integ_dof,integ_fault,integ_ring_sum,integ_ring_ok,integ_hpl,integ_vpl,integ_available,integ_excluded_idx
0.024380,1.315000,0.033000,0.085000,1.257803,0.010747,0.053737,1.257803,0.010747,0.053737,-0.002768,-0.006919,0.015221,0.999856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068877,0.068877,3.818853,20.515006,5,0,0.000000,1,0.368590,0.791139,1,-1
0.041025,1.315000,0.033000,0.085000,1.320861,-0.032309,-0.045157,1.289338,-0.010776,0.004291,-0.002751,-0.006916,0.015223,0.999856,0.001558,0.001211,0.000216,-0.000000,0.000000,0.000000,0.145741,0.095335,2.214622,20.515006,5,0,0.000000,1,0.369230,0.810371,1,-1
0.074240,1.315000,0.033000,0.085000,1.244445,0.020852,-0.078854,1.274426,-0.000169,-0.023425,-0.002662,-0.006823,0.015213,0.999857,0.004356,0.003980,0.000145,0.000000,-0.000000,0.000000,0.178812,0.120425,1.838049,20.515006,5,0,0.000000,1,0.370987,0.809204,1,-1
0.107494,1.315000,0.033000,0.085000,1.305374,-0.048792,-0.002465,1.282313,-0.012195,-0.018176,-0.002715,-0.006849,0.015210,0.999857,0.007345,0.007101,0.000591,-0.000000,0.000000,0.000000,0.120136,0.117287,1.062754,20.515006,5,0,0.000000,1,0.368006,0.805326,1,-1
0.140777,1.315000,0.033000,0.085000,1.260825,-0.011745,0.004979,1.278245,-0.011882,-0.013530,-0.002733,-0.006867,0.015202,0.999857,0.010661,0.010198,0.000689,0.000000,0.000000,-0.000000,0.106491,0.114339,2.905458,20.515006,5,0,0.000000,1,0.368749,0.800096,1,-1
0.173969,1.315000,0.033000,0.085000,1.313176,-0.011046,-0.068341,1.284409,-0.011429,-0.022645,-0.002733,-0.006818,0.015214,0.999857,0.014178,0.012697,0.000942,-0.000000,0.000000,0.000000,0.159552,0.120404,1.471894,20.515006,5,0,0.000000,1,0.370153,0.811785,1,-1
0.190675,1.315000,0.033000,0.085000,1.294508,-0.051628,-0.017369,1.286064,-0.016989,-0.021878,-0.002719,-0.006818,0.015229,0.999857,0.015901,0.014093,0.000994,-0.000000,0.000000,0.000000,0.134392,0.121487,1.910816,20.515006,5,0,0.000000,1,0.368101,0.807591,1,-1
0.207261,1.315000,0.033000,0.085000,1.254456,-0.011107,-0.053789,1.282347,-0.016039,-0.025853,-0.002730,-0.006844,0.015220,0.999857,0.017297,0.015692,0.001224,0.000000,0.000000,0.000000,0.157713,0.125536,3.749722,20.515006,5,0,0.000000,1,0.369707,0.808565,1,-1
0.223835,1.315000,0.033000,0.085000,1.292335,-0.038479,-0.101744,1.283713,-0.018309,-0.034275,-0.002698,-0.006817,0.015226,0.999857,0.018980,0.017071,0.001154,-0.000000,0.000000,0.000000,0.201237,0.133559,1.807646,20.515006,5,0,0.000000,1,0.369839,0.819193,1,-1
0.240471,1.315000,0.033000,0.085000,1.231469,-0.015077,0.049939,1.278755,-0.017726,-0.025828,-0.002701,-0.006875,0.015222,0.999857,0.019916,0.018611,0.001261,0.000000,0.000000,0.000000,0.102558,0.127160,3.801769,20.515006,5,0,0.000000,1,0.367840,0.793621,1,-1
0.290390,1.315000,0.033000,0.085000,1.277743,-0.033317,0.065675,1.279636,-0.018223,-0.017426,-0.002708,-0.006864,0.015217,0.999857,0.024025,0.022986,0.001823,0.000000,0.000000,-0.000000,0.078482,0.119856,2.864448,20.515006,5,0,0.000000,1,0.367258,0.793882,1,-1
0.306936,1.315000,0.033000,0.085000,1.276325,0.014699,0.063071,1.279714,-0.015096,-0.010676,-0.002787,-0.006879,0.015219,0.999857,0.025296,0.024877,0.001777,0.000000,0.000000,-0.000000,0.048079,0.112749,3.285102,20.515006,5,0,0.000000,1,0.368634,0.789794,1,-1
0.323585,1.315000,0.033000,0.085000,1.265652,-0.024916,0.078293,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.076384,0.107477,2.316032,20.515006,5,0,0.000000,1,0.367247,0.791220,1,-1
0.340277,1.315000,0.033000,0.085000,1.252292,-0.018639,-0.121298,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.221715,0.107477,3.020463,20.515006,5,0,0.000000,1,0.370636,0.819707,1,-1
0.356902,1.315000,0.033000,0.085000,1.288158,-0.013690,0.002002,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.098940,0.107477,2.585625,20.515006,5,0,0.000000,1,0.368852,0.801152,1,-1
0.373455,1.315000,0.033000,0.085000,1.265823,-0.029689,0.004631,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.113170,0.107477,1.670068,20.515006,5,0,0.000000,1,0.368263,0.801892,1,-1
0.390101,1.315000,0.033000,0.085000,1.278139,-0.052775,0.093762,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.093771,0.107477,5.453930,20.515006,5,0,0.000000,1,0.366266,0.791891,1,-1
0.406737,1.315000,0.033000,0.085000,1.238531,-0.034136,-0.066537,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.182533,0.107477,4.745711,20.515006,5,0,0.000000,1,0.369233,0.812370,1,-1
0.423409,1.315000,0.033000,0.085000,1.243465,-0.025951,0.096335,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.093386,0.107477,3.977954,20.515006,5,0,0.000000,1,0.366842,0.788574,1,-1
0.439963,1.315000,0.033000,0.085000,1.297119,-0.005733,-0.075716,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.166282,0.107477,3.008132,20.515006,5,0,0.000000,1,0.370350,0.812146,1,-1
0.473251,1.315000,0.033000,0.085000,1.285853,-0.022831,0.089471,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.063140,0.107477,2.783743,20.515006,5,0,0.000000,1,0.367243,0.789842,1,-1
0.489892,1.315000,0.033000,0.085000,1.216069,0.009345,0.041188,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.110754,0.107477,2.053251,20.515006,5,0,0.000000,1,0.368628,0.792313,1,-1
0.506480,1.315000,0.033000,0.085000,1.272472,0.010920,-0.079686,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.171516,0.107477,3.993845,20.515006,5,0,0.000000,1,0.370790,0.810765,1,-1
0.523052,1.315000,0.033000,0.085000,1.229741,-0.015541,-0.053017,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.169334,0.107477,1.364514,20.515006,5,0,0.000000,1,0.369522,0.808429,1,-1
0.539716,1.315000,0.033000,0.085000,1.263797,-0.019096,-0.016327,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.124912,0.107477,5.215020,20.515006,5,0,0.000000,1,0.368895,0.803911,1,-1
0.572988,1.315000,0.033000,0.085000,1.258498,-0.017879,-0.062374,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.165832,0.107477,1.449256,20.515006,5,0,0.000000,1,0.369670,0.810568,1,-1
0.589558,1.315000,0.033000,0.085000,1.311918,-0.044506,0.033882,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.092896,0.107477,3.546283,20.515006,5,0,0.000000,1,0.367611,0.799835,1,-1
0.622845,1.315000,0.033000,0.085000,1.275580,-0.084474,-0.020672,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.162852,0.107477,4.609817,20.515006,5,0,0.000000,1,0.367088,0.810804,1,-1
0.639456,1.315000,0.033000,0.085000,1.253479,0.010827,-0.058112,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.157345,0.107477,1.243147,20.515006,5,0,0.000000,1,0.370383,0.807148,1,-1
0.656074,1.315000,0.033000,0.085000,1.298347,-0.039106,0.107843,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.077450,0.107477,7.898193,20.515006,5,0,0.000000,1,0.366581,0.789085,1,-1
0.672704,1.315000,0.033000,0.085000,1.261694,-0.006574,0.006677,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.102675,0.107477,2.886159,20.515006,5,0,0.000000,1,0.368869,0.799388,1,-1
0.689322,1.315000,0.033000,0.085000,1.245625,-0.019031,-0.006685,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.126199,0.107477,1.121606,20.515006,5,0,0.000000,1,0.368684,0.802198,1,-1
0.705951,1.315000,0.033000,0.085000,1.277416,-0.025308,0.045280,1.278883,-0.015598,-0.003798,-0.002773,-0.006893,0.015216,0.999857,0.026096,0.025959,0.001818,0.000000,0.000000,-0.000001,0.079938,0.107477,5.991166,20.515006,5,0,0.000000,1,0.367799,0.795940,1,-1
0.739180,1.315000,0.033000,0.085000,1.281611,-0.018054,-0.036277,1.279910,-0.014957,-0.006075,-0.002778,-0.006889,0.015231,0.999856,0.028922,0.028444,0.001589,0.000000,0.000000,-0.000001,0.135755,0.108747,1.140027,20.515006,5,0,0.000000,1,0.369310,0.807056,1,-1
0.772441,1.315000,0.033000,0.085000,1.274752,-0.065171,-0.030114,1.280486,-0.017505,-0.007635,-0.002667,-0.006913,0.015236,0.999856,0.031747,0.030416,0.001846,0.000000,0.000000,-0.000000,0.156553,0.111010,5.542341,20.515006,5,0,0.000000,1,0.367820,0.810403,1,-1
0.789108,1.315000,0.033000,0.085000,1.258829,-0.004111,-0.038129,1.279582,-0.016154,-0.009521,-0.002708,-0.006964,0.015247,0.999856,0.032741,0.032302,0.001859,0.000000,0.000000,-0.000000,0.140333,0.112271,1.142719,20.515006,5,0,0.000000,1,0.369655,0.805644,1,-1
0.805700,1.315000,0.033000,0.085000,1.248365,-0.024940,0.052111,1.278161,-0.016205,-0.005847,-0.002688,-0.007068,0.015242,0.999855,0.033538,0.033474,0.002056,0.000000,0.000000,-0.000001,0.094228,0.109687,2.604498,20.515006,5,0,0.000000,1,0.367580,0.794504,1,-1
0.838968,1.315000,0.033000,0.085000,1.264459,-0.013093,0.068907,1.278433,-0.014943,-0.001594,-0.002708,-0.007084,0.015233,0.999855,0.036186,0.036196,0.002334,0.000000,0.000000,-0.000001,0.070271,0.105519,2.295395,20.515006,5,0,0.000000,1,0.367721,0.791379,1,-1
0.855627,1.315000,0.033000,0.085000,1.289445,-0.039010,-0.027093,1.279623,-0.015724,-0.002910,-0.002650,-0.007055,0.015223,0.999856,0.038030,0.037070,0.002518,0.000000,0.000000,-0.000001,0.135659,0.106553,3.105246,20.515006,5,0,0.000000,1,0.368599,0.807773,1,-1
0.872210,1.315000,0.033000,0.085000,1.282406,-0.021818,0.015098,1.280380,-0.015456,-0.001959,-0.002624,-0.007030,0.015232,0.999856,0.039563,0.038538,0.002798,0.000000,0.000000,-0.000001,0.094624,0.105397,2.036995,20.515006,5,0,0.000000,1,0.368391,0.799936,1,-1
0.888802,1.315000,0.033000,0.085000,1.227204,-0.032174,-0.010229,1.278253,-0.015725,-0.002314,-0.002591,-0.007151,0.015222,0.999855,0.039534,0.039605,0.002902,0.000001,0.000000,-0.000001,0.144998,0.106528,2.508930,20.515006,5,0,0.000000,1,0.368322,0.803620,1,-1
0.905423,1.315000,0.033000,0.085000,1.268423,0.000285,0.061280,1.278380,-0.014316,0.000654,-0.002628,-0.007167,0.015215,0.999855,0.040300,0.041407,0.003008,0.000001,0.000000,-0.000001,0.061663,0.103413,2.296450,20.515006,5,0,0.000000,1,0.368230,0.791244,1,-1
0.922174,1.315000,0.033000,0.085000,1.259204,-0.032227,0.033630,1.278105,-0.014514,0.002152,-0.002582,-0.007203,0.015205,0.999855,0.041236,0.042335,0.003040,0.000001,0.000000,-0.000002,0.100033,0.102385,1.268535,20.515006,5,0,0.000000,1,0.367704,0.797910,1,-1
0.938714,1.315000,0.033000,0.085000,1.240058,-0.024952,-0.005118,1.277014,-0.014317,0.001893,-0.002551,-0.007311,0.015214,0.999854,0.041471,0.043374,0.003035,0.000001,0.000001,-0.000002,0.130752,0.102901,1.177122,20.515006,5,0,0.000000,1,0.368475,0.802428,1,-1
0.955296,1.315000,0.033000,0.085000,1.251945,0.022593,-0.142449,1.276530,-0.012017,-0.003921,-0.002641,-0.007366,0.015209,0.999854,0.041821,0.045321,0.002624,0.000001,0.000000,-0.000000,0.236257,0.106834,4.811623,20.515006,5,0,0.000000,1,0.372135,0.819208,1,-1
0.971944,1.315000,0.033000,0.085000,1.275639,0.004535,0.005115,1.277143,-0.010599,-0.003526,-0.002689,-0.007388,0.015210,0.999853,0.043163,0.046895,0.002860,0.000001,0.000000,-0.000000,0.093494,0.105692,8.040435,20.515006,5,0,0.000000,1,0.369254,0.798809,1,-1
0.988572,1.315000,0.033000,0.085000,1.261305,-0.050981,0.028422,1.276873,-0.011854,-0.002297,-0.002593,-0.007443,0.015201,0.999853,0.043507,0.046796,0.002957,0.000001,0.000000,-0.000001,0.114617,0.105292,2.998749,20.515006,5,0,0.000000,1,0.367248,0.800403,1,-1
1.005241,1.315000,0.033000,0.085000,1.296830,-0.016402,-0.025821,1.277816,-0.011875,-0.003141,-0.002580,-0.007399,0.015199,0.999854,0.044249,0.047007,0.002886,0.000001,0.000000,-0.000000,0.122686,0.105665,4.592895,20.515006,5,0,0.000000,1,0.369253,0.805605,1,-1
1.021807,1.315000,0.033000,0.085000,1.273470,-0.037712,-0.004800,1.277816,-0.011875,-0.003141,-0.002580,-0.007399,0.015199,0.999854,0.044249,0.047007,0.002886,0.000001,0.000000,-0.000000,0.121611,0.105665,2.075207,20.515006,5,0,0.000000,1,0.368213,0.804121,1,-1
1.038458,1.315000,0.033000,0.085000,1.274450,-0.006102,-0.032785,1.277816,-0.011875,-0.003141,-0.002580,-0.007399,0.015199,0.999854,0.044249,0.047007,0.002886,0.000001,0.000000,-0.000000,0.130562,0.105665,0.967407,20.515006,5,0,0.000000,1,0.369561,0.805302,1,-1
1.055029,1.315000,0.033000,0.085000,1.303985,-0.008842,0.003115,1.277816,-0.011875,-0.003141,-0.002580,-0.007399,0.015199,0.999854,0.044249,0.047007,0.002886,0.000001,0.000000,-0.000000,0.092613,0.105665,3.744238,20.515006,5,0,0.000000,1,0.369047,0.800797,1,-1
1.071705,1.315000,0.033000,0.085000,1.239016,-0.006086,0.032309,1.277816,-0.011875,-0.003141,-0.002580,-0.007399,0.015199,0.999854,0.044249,0.047007,0.002886,0.000001,0.000000,-0.000000,0.100388,0.105665,1.219719,20.515006,5,0,0.000000,1,0.368399,0.795351,1,-1
1.088372,1.315000,0.033000,0.085000,1.269994,-0.034207,0.029120,1.278228,-0.011984,-0.001963,-0.002534,-0.007425,0.015204,0.999854,0.045410,0.047606,0.002873,0.000001,0.000001,-0.000001,0.098310,0.104586,7.184546,20.515006,5,0,0.000000,1,0.367762,0.798898,1,-1
1.104908,1.315000,0.033000,0.085000,1.266633,-0.049822,0.067932,1.278488,-0.012688,0.000457,-0.002450,-0.007456,0.015204,0.999854,0.046527,0.047972,0.003144,0.000001,0.000001,-0.000002,0.097418,0.102801,4.347980,20.515006,5,0,0.000000,1,0.366687,0.794916,1,-1
1.121522,1.315000,0.033000,0.085000,1.266126,-0.007382,-0.118641,1.278760,-0.011739,-0.003418,-0.002457,-0.007475,0.015209,0.999853,0.047526,0.049179,0.002947,0.000001,0.000001,-0.000000,0.213281,0.105512,1.790473,20.515006,5,0,0.000000,1,0.370929,0.818477,1,-1
1.138196,1.315000,0.033000,0.085000,1.291835,-0.006983,0.035785,1.279992,-0.010787,-0.002115,-0.002473,-0.007450,0.015210,0.999854,0.049241,0.050273,0.003268,0.000001,0.000001,-0.000001,0.067508,0.103595,2.807986,20.515006,5,0,0.000000,1,0.368533,0.795797,1,-1
1.154809,1.315000,0.033000,0.085000,1.212048,-0.010493,-0.036281,1.278361,-0.009966,-0.003126,-0.002471,-0.007583,0.015205,0.999853,0.048545,0.051632,0.003032,0.000002,0.000001,-0.000000,0.164924,0.104664,1.386036,20.515006,5,0,0.000000,1,0.369359,0.805150,1,-1
1.188001,1.315000,0.033000,0.085000,1.251815,-0.028520,-0.056783,1.278974,-0.008965,-0.004660,-0.002439,-0.007686,0.015204,0.999852,0.050368,0.053717,0.002752,0.000002,0.000001,0.000001,0.166971,0.105346,2.221269,20.515006,5,0,0.000000,1,0.369258,0.810598,1,-1
1.204683,1.315000,0.033000,0.085000,1.288507,-0.026151,-0.035238,1.280109,-0.008721,-0.005518,-0.002406,-0.007660,0.015210,0.999852,0.051839,0.054260,0.002911,0.000002,0.000001,0.000001,0.136594,0.105601,1.844355,20.515006,5,0,0.000000,1,0.369092,0.807771,1,-1
1.221350,1.315000,0.033000,0.085000,1.236542,-0.012545,-0.001997,1.279426,-0.007983,-0.005365,-0.002397,-0.007765,0.015203,0.999851,0.051629,0.055449,0.003447,0.000002,0.000001,0.000001,0.125692,0.105409,3.585074,20.515006,5,0,0.000000,1,0.368768,0.800766,1,-1
1.237928,1.315000,0.033000,0.085000,1.270200,-0.019905,0.011336,1.279897,-0.007547,-0.004843,-0.002385,-0.007798,0.015203,0.999851,0.052540,0.056231,0.003618,0.000002,0.000001,0.000001,0.101155,0.104633,3.207387,20.515006,5,0,0.000000,1,0.368452,0.800098,1,-1
1.271151,1.315000,0.033000,0.085000,1.289562,-0.014178,0.032015,1.281931,-0.005966,-0.003714,-0.002373,-0.007786,0.015201,0.999851,0.055150,0.058188,0.003733,0.000002,0.000001,0.000000,0.075368,0.102382,1.685324,20.515006,5,0,0.000000,1,0.368378,0.796954,1,-1
1.287847,1.315000,0.033000,0.085000,1.323365,-0.023131,0.047408,1.284232,-0.005629,-0.002278,-0.002335,-0.007719,0.015201,0.999852,0.057554,0.058841,0.004122,0.000002,0.000001,-0.000001,0.068072,0.100281,3.605800,20.515006,5,0,0.000000,1,0.368093,0.796154,1,-1
1.304471,1.315000,0.033000,0.085000,1.215510,0.017247,-0.061517,1.282825,-0.003902,-0.003769,-0.002394,-0.007857,0.015205,0.999851,0.056318,0.061000,0.003955,0.000003,0.000001,0.000000,0.177802,0.101375,1.462289,20.515006,5,0,0.000000,1,0.370564,0.806384,1,-1
1.321015,1.315000,0.033000,0.085000,1.275265,-0.021190,0.085842,1.283438,-0.003545,-0.001401,-0.002373,-0.007875,0.015201,0.999851,0.057165,0.061519,0.004405,0.000003,0.000001,-0.000002,0.067202,0.098979,3.221423,20.515006,5,0,0.000000,1,0.367286,0.790015,1,-1
1.337650,1.315000,0.033000,0.085000,1.267681,0.008083,-0.030380,1.283809,-0.002194,-0.002063,-0.002399,-0.007950,0.015183,0.999850,0.057497,0.063302,0.004168,0.000003,0.000001,-0.000001,0.127171,0.098952,0.891817,20.515006,5,0,0.000000,1,0.369890,0.803508,1,-1
1.354319,1.315000,0.033000,0.085000,1.256601,-0.049290,0.023412,1.283829,-0.002736,-0.001367,-0.002304,-0.007989,0.015185,0.999850,0.057703,0.062782,0.004126,0.000003,0.000002,-0.000002,0.118217,0.098529,3.092816,20.515006,5,0,0.000000,1,0.367359,0.800878,1,-1
1.370958,1.315000,0.033000,0.085000,1.255857,-0.004451,0.005353,1.283844,-0.001784,-0.001139,-0.002303,-0.008070,0.015173,0.999850,0.057624,0.064053,0.004136,0.000003,0.000002,-0.000002,0.106038,0.097983,3.582159,20.515006,5,0,0.000000,1,0.368930,0.799284,1,-1
1.404183,1.315000,0.033000,0.085000,1.266489,-0.008121,-0.008349,1.285109,0.000061,-0.001176,-0.002273,-0.008110,0.015170,0.999849,0.059106,0.066530,0.004453,0.000004,0.000002,-0.000002,0.112952,0.096978,3.482158,20.515006,5,0,0.000000,1,0.369084,0.801774,1,-1
1.420789,1.315000,0.033000,0.085000,1.272043,-0.056672,0.020211,1.285605,-0.000768,-0.000599,-0.002163,-0.008144,0.015164,0.999850,0.059478,0.065730,0.004823,0.000004,0.000002,-0.000002,0.118676,0.096600,7.320730,20.515006,5,0,0.000000,1,0.367255,0.802261,1,-1
1.437455,1.315000,0.033000,0.085000,1.243785,-0.063457,-0.085693,1.285185,-0.001768,-0.002482,-0.002041,-0.008266,0.015167,0.999849,0.058914,0.064780,0.004287,0.000004,0.000003,0.000000,0.208594,0.098746,0.307885,20.515006,5,0,0.000000,1,0.368708,0.818153,1,-1
1.454097,1.315000,0.033000,0.085000,1.296160,-0.013464,0.007178,1.286496,-0.001097,-0.002195,-0.002007,-0.008231,0.015166,0.999849,0.060333,0.065736,0.004147,0.000004,0.000003,0.000000,0.092575,0.097867,2.536032,20.515006,5,0,0.000000,1,0.368815,0.800516,1,-1
1.470660,1.315000,0.033000,0.085000,1.291734,-0.011538,-0.024949,1.287594,-0.000422,-0.002639,-0.002002,-0.008219,0.015164,0.999849,0.061600,0.066289,0.003907,0.000004,0.000003,0.000001,0.120887,0.097718,2.724044,20.515006,5,0,0.000000,1,0.369353,0.804940,1,-1
1.487263,1.315000,0.033000,0.085000,1.263199,-0.040398,0.037674,1.287778,-0.000662,-0.001689,-0.001921,-0.008286,0.015152,0.999849,0.061643,0.065909,0.004548,0.000004,0.000004,-0.000001,0.101539,0.096897,3.299661,20.515006,5,0,0.000000,1,0.367419,0.798162,1,-1
1.503930,1.315000,0.033000,0.085000,1.293562,-0.018003,0.061974,1.288945,-0.000162,-0.000239,-0.001875,-0.008273,0.015151,0.999849,0.062976,0.066556,0.004811,0.000004,0.000004,-0.000003,0.059926,0.095101,6.616729,20.515006,5,0,0.000000,1,0.367836,0.793222,1,-1
1.520532,1.315000,0.033000,0.085000,1.235976,-0.005567,-0.022045,1.288285,0.000742,-0.000624,-0.001862,-0.008367,0.015143,0.999849,0.061909,0.067671,0.004823,0.000005,0.000004,-0.000002,0.138532,0.095319,2.337838,20.515006,5,0,0.000000,1,0.369293,0.803015,1,-1
1.537161,1.315000,0.033000,0.085000,1.299730,-0.026075,0.077194,1.289595,0.000939,0.001087,-0.001810,-0.008344,0.015141,0.999849,0.063406,0.067836,0.005504,0.000005,0.000004,-0.000005,0.061514,0.093353,3.783539,20.515006,5,0,0.000000,1,0.367416,0.791991,1,-1
1.553724,1.315000,0.033000,0.085000,1.277422,-0.049094,-0.007052,1.290205,0.000442,0.001010,-0.001715,-0.008376,0.015133,0.999849,0.063827,0.067192,0.005905,0.000005,0.000005,-0.000005,0.128938,0.093430,4.565929,20.515006,5,0,0.000000,1,0.367934,0.805567,1,-1
1.570392,1.315000,0.033000,0.085000,1.234133,0.016299,-0.119394,1.289482,0.002001,-0.001353,-0.001757,-0.008488,0.015141,0.999848,0.062638,0.068749,0.005398,0.000006,0.000005,0.000000,0.220443,0.095231,3.375225,20.515006,5,0,0.000000,1,0.371552,0.815771,1,-1
1.587026,1.315000,0.033000,0.085000,1.281529,-0.020139,0.016048,1.290240,0.002420,-0.000914,-0.001723,-0.008496,0.015140,0.999848,0.063203,0.068897,0.005580,0.000006,0.000005,-0.000001,0.093266,0.094495,5.564767,20.515006,5,0,0.000000,1,0.368420,0.799632,1,-1
1.603660,1.315000,0.033000,0.085000,1.257865,-0.030655,-0.078406,1.290217,0.002465,-0.002370,-0.001673,-0.008553,0.015146,0.999847,0.062754,0.068784,0.005161,0.000006,0.000005,0.000003,0.184440,0.095812,0.666098,20.515006,5,0,0.000000,1,0.369574,0.814207,1,-1
1.636876,1.315000,0.033000,0.085000,1.275049,-0.001413,0.017113,1.291753,0.004560,-0.001805,-0.001638,-0.008631,0.015140,0.999847,0.063893,0.070987,0.005974,0.000006,0.000005,0.000002,0.085960,0.094257,2.209770,20.515006,5,0,0.000000,1,0.368898,0.797642,1,-1
1.653594,1.315000,0.033000,0.085000,1.269848,-0.020610,-0.007939,1.292078,0.004900,-0.001829,-0.001601,-0.008670,0.015132,0.999847,0.063817,0.071302,0.005863,0.000007,0.000006,0.000002,0.116406,0.094097,5.031764,20.515006,5,0,0.000000,1,0.368738,0.802931,1,-1
1.670186,1.315000,0.033000,0.085000,1.263268,-0.057176,-0.036169,1.292201,0.004095,-0.002397,-0.001489,-0.008732,0.015128,0.999846,0.063756,0.069752,0.005783,0.000007,0.000007,0.000004,0.159655,0.094834,3.075477,20.515006,5,0,0.000000,1,0.368114,0.810369,1,-1
1.686794,1.315000,0.033000,0.085000,1.252457,-0.034574,0.057220,1.291937,0.003955,-0.001161,-0.001435,-0.008785,0.015128,0.999846,0.063065,0.068968,0.006418,0.000008,0.000007,0.000001,0.096175,0.093804,2.331216,20.515006,5,0,0.000000,1,0.367237,0.794756,1,-1
1.703380,1.315000,0.033000,0.085000,1.290666,-0.031399,0.049710,1.292879,0.003931,-0.000093,-0.001363,-0.008794,0.015118,0.999846,0.063754,0.068575,0.006852,0.000008,0.000008,-0.000002,0.077360,0.092602,4.520117,20.515006,5,0,0.000000,1,0.367625,0.796094,1,-1
1.720075,1.315000,0.033000,0.085000,1.210529,0.025766,-0.073792,1.291343,0.005694,-0.001365,-0.001397,-0.008919,0.015101,0.999845,0.061340,0.070195,0.006642,0.000009,0.000007,0.000002,0.190214,0.093618,3.418453,20.515006,5,0,0.000000,1,0.371006,0.807353,1,-1
1.736692,1.315000,0.033000,0.085000,1.283184,0.004426,0.054290,1.292075,0.006780,-0.000223,-0.001387,-0.008937,0.015097,0.999845,0.061899,0.071088,0.006779,0.000009,0.000007,-0.000001,0.052648,0.092065,2.964734,20.515006,5,0,0.000000,1,0.368521,0.792047,1,-1
1.753261,1.315000,0.033000,0.085000,1.265703,0.007991,0.013676,1.292212,0.007902,0.000137,-0.001385,-0.008945,0.015096,0.999845,0.061696,0.072063,0.006833,0.000009,0.000007,-0.000002,0.090238,0.091384,1.312688,20.515006,5,0,0.000000,1,0.369175,0.797105,1,-1
1.769873,1.315000,0.033000,0.085000,1.269847,0.011810,0.001797,1.292489,0.009141,0.000276,-0.001396,-0.008997,0.015092,0.999845,0.061767,0.073165,0.007061,0.000009,0.000007,-0.000002,0.097009,0.090852,2.167721,20.515006,5,0,0.000000,1,0.369483,0.798513,1,-1
