timestamp,raw_ax,raw_ay,raw_az,raw_gx,raw_gy,raw_gz,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,accel_norm,gyro_norm
0.092172999,0.024424361,0.002712219,0.999301467,0.118844286,0.271619141,0.059044633,0.239521156,0.026597779,9.799799736,0.002074224,0.004740648,0.001030523,9.802762503,0.005276185
0.093210999,0.024467979,0.002988476,0.999504464,0.115381040,0.351730287,0.096378371,0.239948907,0.029306937,9.801790455,0.002013779,0.006138852,0.001682120,9.804770803,0.006676102
0.094155999,0.024524644,0.003264580,0.999626855,0.127120674,0.332693368,0.122186087,0.240504596,0.032014597,9.802990698,0.002218674,0.005806595,0.002132550,9.805992761,0.006571668
0.095149999,0.024618952,0.003524206,0.999681212,0.146986634,0.223356426,0.140378624,0.241429450,0.034560654,9.803523757,0.002565401,0.003898305,0.002450069,9.806557025,0.005270759
0.096139999,0.024761273,0.003727298,0.999664542,0.158736438,0.070074849,0.143021896,0.242825135,0.036552310,9.803360278,0.002770473,0.001223037,0.002496203,9.806435278,0.003924586
0.097131999,0.024958727,0.003842621,0.999561032,0.147432476,-0.068087637,0.117820479,0.244761504,0.037683244,9.802345192,0.002573182,-0.001188353,0.002056355,9.805472935,0.003501721
0.098165999,0.025204266,0.003870576,0.999366579,0.101535328,-0.142347351,0.066681072,0.247169418,0.037957383,9.800438263,0.001772126,-0.002484430,0.001163804,9.803628086,0.003266078
0.099112999,0.025445560,0.003822177,0.999121782,0.016121818,-0.140503690,0.009405997,0.249535698,0.037482756,9.798037623,0.000281379,-0.002452252,0.000164166,9.801286358,0.002473796
0.100103999,0.025651041,0.003700793,0.998861227,-0.092674844,-0.093124673,-0.026239557,0.251550784,0.036292381,9.795482450,-0.001617481,-0.001625332,-0.000457967,9.798779075,0.002338308
0.101100999,0.025786717,0.003530058,0.998630524,-0.176001728,-0.040540516,-0.036222890,0.252881310,0.034618041,9.793220027,-0.003071810,-0.000707565,-0.000632209,9.796545609,0.003215020
0.102086999,0.025842390,0.003366601,0.998483564,-0.180744261,-0.003546595,-0.043005686,0.253427270,0.033015079,9.791778843,-0.003154582,-0.000061900,-0.000750591,9.795113490,0.003243240
0.103119999,0.025861453,0.003212938,0.998415412,-0.092465349,0.013322147,-0.066672437,0.253614214,0.031508162,9.791110503,-0.001613825,0.000232515,-0.001163654,9.794445253,0.002003143
0.104069999,0.025912158,0.003039887,0.998375625,0.050613765,0.000286368,-0.108354077,0.254111466,0.029811107,9.790720323,0.000883377,0.000004998,-0.001891135,9.794062782,0.002087288
0.105059999,0.026057108,0.002797243,0.998292708,0.180163994,-0.056023650,-0.142757282,0.255532937,0.027431578,9.789907181,0.003144455,-0.000977797,-0.002491585,9.793279950,0.004129368
0.106051999,0.026283131,0.002506538,0.998181165,0.228473082,-0.148566708,-0.147522882,0.257749471,0.024580741,9.788813326,0.003987608,-0.002592978,-0.002574760,9.792236993,0.005408691
0.107042000,0.026530200,0.002220011,0.998133584,0.165967897,-0.241852894,-0.119939007,0.260172388,0.021770873,9.788346711,0.002896686,-0.004221129,-0.002093331,9.791827969,0.005530891
0.108083999,0.026758663,0.001960066,0.998232174,0.015446193,-0.287318468,-0.070272587,0.262412842,0.019221682,9.789313552,0.000269587,-0.005014653,-0.001226488,9.792848911,0.005169497
0.109023999,0.026914411,0.001753002,0.998498687,-0.170297384,-0.261456341,-0.018910510,0.263940211,0.017191082,9.791927145,-0.002972250,-0.004563274,-0.000330051,9.795498822,0.005455884
0.110015999,0.026956591,0.001618103,0.998877779,-0.325010508,-0.182761401,0.015360828,0.264353855,0.015868166,9.795644767,-0.005672503,-0.003189788,0.000268097,9.799224008,0.006513365
0.111006999,0.026879983,0.001571139,0.999298804,-0.396494359,-0.098235272,0.029271415,0.263602581,0.015407612,9.799773614,-0.006920132,-0.001714529,0.000510883,9.803330383,0.007147646
0.111998999,0.026712375,0.001623458,0.999680591,-0.371619463,-0.054595292,0.036232777,0.261958916,0.015920682,9.803517666,-0.006485983,-0.000952868,0.000632381,9.807029854,0.006586034
0.113031999,0.026483236,0.001769787,0.999982304,-0.278603226,-0.070088655,0.049754519,0.259711829,0.017355686,9.806476465,-0.004862544,-0.001223278,0.000868380,9.809930280,0.005088696
0.113983999,0.026222523,0.001989761,1.000185045,-0.166422650,-0.131515205,0.072454587,0.257155107,0.019512890,9.808464668,-0.002904623,-0.002295373,0.001264571,9.811854496,0.003912124
0.114970999,0.025933963,0.002268556,1.000317032,-0.071148500,-0.201381743,0.101111218,0.254325302,0.022246935,9.809759025,-0.001241776,-0.003514774,0.001764724,9.813080475,0.004124305
0.115961999,0.025645892,0.002544108,1.000405106,-0.013032448,-0.239981577,0.124593772,0.251500283,0.024949180,9.810622737,-0.000227459,-0.004188469,0.002174572,9.813877589,0.004724804
0.116952999,0.025359849,0.002780505,1.000473730,0.010453478,-0.225109100,0.129935816,0.248695159,0.027267440,9.811295701,0.000182448,-0.003928895,0.002267808,9.814485016,0.004540094
0.117993999,0.025105188,0.002947120,1.000494214,0.021021077,-0.155710354,0.114107765,0.246197792,0.028901375,9.811496584,0.000366887,-0.002717658,0.001991556,9.814627545,0.003389184
0.118932999,0.024880646,0.003028701,1.000443686,0.034547929,-0.055406909,0.079526044,0.243995787,0.029701407,9.811001075,0.000602975,-0.000967033,0.001387991,9.814079591,0.001795899
0.119924999,0.024656184,0.002991762,1.000350840,0.055481091,0.041587137,0.036470983,0.241794571,0.029339164,9.810090568,0.000968328,0.000725832,0.000636539,9.813113795,0.001367360
0.120915999,0.024403311,0.002832156,1.000286710,0.076194033,0.119055539,0.008456101,0.239314734,0.027773965,9.809461668,0.001329837,0.002077911,0.000147587,9.812419740,0.002471429
0.121947999,0.024131634,0.002571278,1.000290318,0.087345235,0.181072965,0.009901646,0.236650487,0.025215626,9.809497051,0.001524462,0.003160319,0.000172816,9.812383588,0.003513043
0.122951000,0.023929849,0.002247750,1.000358554,0.083289184,0.229678839,0.022753783,0.234671651,0.022042902,9.810166210,0.001453670,0.004008652,0.000397128,9.812997388,0.004282541
0.123896999,0.023831530,0.001855165,1.000471679,0.061239809,0.257088304,0.024765944,0.233707475,0.018192950,9.811275588,0.001068836,0.004487037,0.000432247,9.814075546,0.004632791
0.124887999,0.023820930,0.001449554,1.000582214,0.025962826,0.249305710,0.023891237,0.233603527,0.014215269,9.812359570,0.000453137,0.004351205,0.000416981,9.815150178,0.004394564
0.125879000,0.023823296,0.001060317,1.000635456,-0.012125757,0.191863358,0.035836447,0.233626729,0.010398158,9.812881699,-0.000211634,0.003348647,0.000625464,9.815667925,0.003413127
0.126869999,0.023790189,0.000764551,1.000571461,-0.044568744,0.089625150,0.054698098,0.233302053,0.007497681,9.812254119,-0.000777871,0.001564254,0.000954662,9.815030156,0.001990817
0.127908999,0.023712646,0.000589057,1.000368219,-0.065432876,-0.027041156,0.076296508,0.232541623,0.005776671,9.810260997,-0.001142019,-0.000471957,0.001331625,9.813018384,0.001816639
0.128850999,0.023620525,0.000540206,1.000047997,-0.065489739,-0.120828271,0.109333709,0.231638223,0.005297615,9.807120694,-0.001143012,-0.002108851,0.001908233,9.809857320,0.003065140
0.129841999,0.023540896,0.000578475,0.999633368,-0.035593215,-0.169162899,0.139084727,0.230857329,0.005672901,9.803054567,-0.000621219,-0.002952450,0.002427486,9.805774122,0.003872410
0.130896999,0.023482140,0.000665719,0.999174488,0.020412007,-0.172146052,0.125126079,0.230281126,0.006528471,9.798554497,0.000356257,-0.003004515,0.002183862,9.801262279,0.003731392
0.131818999,0.023441302,0.000778834,0.998742128,0.084554650,-0.138196021,0.058458302,0.229880640,0.007637752,9.794314490,0.001475757,-0.002411976,0.001020290,9.797014839,0.003006073
0.132855999,0.023430491,0.000900665,0.998378570,0.129600659,-0.081083857,-0.024646133,0.229774627,0.008832509,9.790749199,0.002261958,-0.001415180,-0.000430156,9.793449048,0.002702633
0.133809000,0.023478725,0.001007756,0.998119080,0.125970230,-0.023119014,-0.077973992,0.230247637,0.009882706,9.788204478,0.002198595,-0.000403503,-0.001360903,9.790917146,0.002617001
