timestamp,gt_x,gt_y,gt_z,wls_x,wls_y,wls_z,lc_x,lc_y,lc_z,lc_qx,lc_qy,lc_qz,lc_qw,lc_vx,lc_vy,lc_vz,lc_bias_ax,lc_bias_ay,lc_bias_az,wls_gt_err,lc_gt_err,integ_chi2,integ_threshold,integ_dof,integ_fault,integ_ring_sum,integ_ring_ok,integ_hpl,integ_vpl,integ_available,integ_excluded_idx,integ_ring_loops,integ_chi2_after_fde,raw_meas_count,used_meas_count,integrity_gate,wls_accepted,consistency_reject,wls_held_last,last_good_wls_age,lc_wls_gap,residual_abs_max,residual_rms,std_resid_abs_max,sigma_min,sigma_mean,sigma_max,nlos_rejected_count,nlos_rejected_pairs
0.024636,1.487000,-0.067000,0.080000,1.486189,-0.125451,0.109610,1.486189,-0.125451,0.109610,-0.002768,-0.006919,0.015221,0.999856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065528,0.065528,9.799840,16.266236,3,0,0.000000,1,0.657406,1.657210,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.000000,0.169485,0.092188,1.472451,0.103632,0.109948,0.115104,2,anchor2:1-2;2-3
0.068270,1.488000,-0.067000,0.080000,1.501350,0.014240,-0.105137,1.493813,-0.055483,0.002203,-0.004577,-0.006671,0.015261,0.999851,0.003947,0.010071,-0.000952,-0.000000,-0.000000,0.000000,0.202618,0.078859,2.146288,18.466827,4,0,0.000000,1,0.430011,0.790585,1,4,0,2.146288,8,7,1,1,0,0,0.000000,0.128219,0.094270,0.041321,0.816147,0.104013,0.109223,0.115506,0,none
0.084871,1.488000,-0.067000,0.080000,1.463157,-0.139340,0.180505,1.483598,-0.083440,0.061633,-0.003197,-0.007195,0.015246,0.999853,0.004387,0.010689,0.001131,0.000000,0.000000,-0.000000,0.126299,0.025040,3.699439,16.266236,3,0,0.000000,1,0.650159,1.640503,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.132940,0.048349,0.033971,0.440578,0.103593,0.109793,0.114897,2,anchor2:1-2;2-3
0.101520,1.488000,-0.067000,0.080000,1.465181,-0.122125,0.160615,1.478998,-0.092959,0.086442,-0.002881,-0.007652,0.015114,0.999852,0.004843,0.012936,0.002600,0.000000,0.000000,-0.000001,0.100291,0.028221,5.850907,16.266236,3,0,0.000000,1,0.652513,1.643344,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.080890,0.074579,0.045599,0.664197,0.103620,0.109841,0.114933,2,anchor2:1-2;2-3
0.134785,1.488000,-0.067000,0.080000,1.537283,-0.143787,0.196548,1.491064,-0.102890,0.108739,-0.000283,-0.003808,0.015851,0.999867,0.016587,0.012340,0.005348,-0.000001,0.000001,-0.000003,0.148015,0.046080,6.259651,16.266236,3,0,0.000000,1,0.659256,1.652790,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.107328,0.079105,0.056748,0.714661,0.103314,0.109899,0.115265,2,anchor2:1-2;2-3
0.167982,1.487000,-0.067000,0.080000,1.515941,-0.046706,-0.205865,1.495950,-0.092749,0.055789,-0.002640,-0.001106,0.016141,0.999866,0.029502,0.024436,-0.004620,-0.000001,-0.000000,0.000006,0.288043,0.036459,2.810465,18.466827,4,0,0.000000,1,0.423507,0.843016,1,0,0,2.810465,8,7,1,1,0,0,0.000000,0.266426,0.105635,0.063370,0.912862,0.104156,0.109441,0.115718,0,none
0.184711,1.488000,-0.067000,0.080000,1.457725,-0.125098,0.167877,1.490802,-0.097101,0.072062,-0.001349,-0.002798,0.016096,0.999866,0.026446,0.022072,-0.000660,-0.000000,0.000001,0.000003,0.109610,0.031256,9.207186,16.266236,3,0,0.000000,1,0.650969,1.640730,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.105159,0.090502,0.057288,0.873294,0.103633,0.109815,0.114886,2,anchor2:1-2;2-3
0.201317,1.488000,-0.067000,0.080000,1.568855,-0.052763,-0.033197,1.501643,-0.090836,0.058554,-0.003266,0.000781,0.016126,0.999864,0.043752,0.032517,-0.004604,-0.000003,-0.000001,0.000007,0.139835,0.034846,-19192772456632328.000000,20.515006,5,0,0.000000,1,0.484996,0.988112,1,-1,0,nan,8,8,1,1,0,0,0.000000,0.119939,0.226208,0.098820,2.004793,0.103628,0.109577,0.115736,0,none
0.236573,1.488000,-0.067000,0.080000,1.493802,-0.018121,-0.186395,1.502427,-0.080396,0.030003,-0.008271,0.001955,0.016705,0.999824,0.055648,0.061951,-0.015871,-0.000002,-0.000005,0.000022,0.270904,0.053733,2.456759,20.515006,5,0,0.000000,1,0.478625,0.809684,1,-1,0,nan,8,8,1,1,0,0,0.000000,0.225346,0.055294,0.042924,0.508004,0.104196,0.109761,0.115581,0,none
0.269890,1.488000,-0.067000,0.080000,1.473088,-0.123380,0.198903,1.500284,-0.084040,0.047712,-0.004185,-0.001039,0.016667,0.999852,0.048943,0.049652,-0.005736,0.000000,-0.000002,0.000008,0.132435,0.038520,2.510897,16.266236,3,0,0.000000,1,0.651882,1.638318,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.158574,0.063085,0.048138,0.609335,0.103531,0.109801,0.114930,2,anchor2:1-2;2-3
0.286503,1.488000,-0.067000,0.080000,1.484675,-0.130770,0.151817,1.499039,-0.089094,0.057901,-0.000449,-0.002614,0.016573,0.999859,0.044051,0.031875,0.000746,0.000001,0.000002,-0.000002,0.096101,0.033142,5.537512,16.266236,3,0,0.000000,1,0.654937,1.649420,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.103747,0.114697,0.065598,0.996985,0.103566,0.109879,0.115044,2,anchor2:1-2;2-3
0.369562,1.488000,-0.067000,0.080000,1.501632,-0.081074,-0.143610,1.503335,-0.084809,0.038091,-0.001457,-0.002277,0.016575,0.999859,0.059245,0.048606,-0.014900,0.000002,0.000001,0.000037,0.224467,0.048049,5.294134,18.466827,4,0,0.000000,1,0.599906,0.879849,1,1,0,5.294134,8,7,1,1,0,0,0.000000,0.181747,0.104632,0.063022,0.956626,0.104732,0.110490,0.115540,0,none
0.386185,1.488000,-0.067000,0.080000,1.452976,-0.062423,-0.292447,1.496495,-0.080003,0.007402,-0.004373,-0.006609,0.016722,0.999829,0.028550,0.071491,-0.041866,0.000010,-0.000002,0.000103,0.374118,0.074241,1.691645,16.266236,3,0,0.000000,1,0.665908,1.412884,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.303500,0.068131,0.039926,0.621116,0.105192,0.110923,0.115530,2,anchor6:5-6;6-7
0.402829,1.488000,-0.067000,0.080000,1.477387,-0.140880,0.111721,1.493950,-0.088087,0.015937,0.001127,-0.008349,0.016794,0.999823,0.016952,0.032022,-0.032462,0.000012,0.000006,0.000081,0.081100,0.067706,3.057129,16.266236,3,0,0.000000,1,0.654919,1.655975,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.110616,0.046030,0.029271,0.410430,0.103657,0.109914,0.115053,2,anchor2:1-2;2-3
0.419528,1.488000,-0.067000,0.080000,1.539823,-0.024097,-0.149470,1.500689,-0.078430,0.001847,-0.003916,-0.004707,0.016742,0.999841,0.046740,0.074638,-0.046219,0.000006,-0.000002,0.000117,0.239129,0.079997,6.298511,20.515006,5,0,0.000000,1,0.479164,0.805468,1,-1,0,nan,8,8,1,1,0,0,0.000000,0.165470,0.104404,0.056267,0.926573,0.103964,0.109745,0.115761,0,none
0.436080,1.488000,-0.067000,0.080000,1.476301,-0.097612,-0.217873,1.498065,-0.080924,-0.015879,-0.001330,-0.006360,0.016774,0.999838,0.035127,0.057184,-0.063151,0.000010,-0.000001,0.000167,0.299671,0.097406,0.571068,16.266236,3,0,0.000000,1,0.661759,1.379238,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.203847,0.046035,0.025500,0.420799,0.104970,0.110798,0.115521,2,anchor6:5-6;6-7
0.452676,1.488000,-0.067000,0.080000,1.500584,-0.037019,-0.116979,1.498932,-0.074200,-0.024392,-0.004493,-0.006124,0.016761,0.999831,0.038282,0.086665,-0.071459,0.000010,-0.000006,0.000191,0.199645,0.105210,4.491983,20.515006,5,0,0.000000,1,0.476833,0.799674,1,-1,0,nan,8,8,1,1,0,0,0.000000,0.099787,0.124902,0.069052,1.081352,0.104024,0.109643,0.115506,0,none
0.469344,1.487000,-0.067000,0.080000,1.495983,-0.127202,0.086899,1.499083,-0.079682,-0.017403,-0.001086,-0.006422,0.016752,0.999838,0.037748,0.059433,-0.061889,0.000011,0.000000,0.000163,0.061258,0.098966,4.225389,16.266236,3,0,0.000000,1,0.659678,1.663674,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.114659,0.121819,0.059415,1.096794,0.103638,0.109997,0.115183,2,anchor2:1-2;2-3
0.485989,1.488000,-0.067000,0.080000,1.476937,-0.081635,-0.285878,1.496997,-0.078851,-0.036907,-0.001125,-0.007648,0.016764,0.999830,0.027576,0.061820,-0.083180,0.000014,0.000000,0.000234,0.366338,0.117850,3.496563,16.266236,3,0,0.000000,1,0.665110,1.402439,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.249794,0.079863,0.052103,0.728692,0.105110,0.110936,0.115638,2,anchor6:5-6;6-7
0.502575,1.488000,-0.067000,0.080000,1.507575,-0.039585,-0.244319,1.497743,-0.072647,-0.052129,-0.003887,-0.007631,0.016543,0.999826,0.027669,0.088997,-0.100164,0.000010,-0.000003,0.000293,0.326064,0.132608,1.395784,18.466827,4,0,0.000000,1,0.602066,0.899347,1,1,0,1.395784,8,7,1,1,0,0,0.000000,0.195260,0.046921,0.031197,0.405410,0.104912,0.110682,0.115738,0,none
0.519178,1.488000,-0.067000,0.080000,1.528740,-0.079519,0.033627,1.501703,-0.072245,-0.047993,-0.003356,-0.006143,0.016487,0.999840,0.043482,0.087046,-0.092932,0.000006,-0.000002,0.000267,0.062984,0.128832,3.383599,16.266236,3,0,0.000000,1,0.739885,1.617669,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.086289,0.121203,0.068946,1.050006,0.103630,0.109927,0.115431,2,anchor3:2-3;3-4
0.535775,1.488000,-0.067000,0.080000,1.423969,-0.025005,-0.316174,1.492511,-0.065537,-0.066550,-0.005333,-0.009889,0.016435,0.999802,0.009267,0.108981,-0.115962,0.000013,-0.000008,0.000350,0.403506,0.146627,2.380025,16.266236,3,0,0.000000,1,0.668381,1.434052,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.262017,0.050695,0.033066,0.460279,0.105324,0.110951,0.115432,2,anchor6:5-6;6-7
0.552406,1.488000,-0.067000,0.080000,1.501735,-0.021969,-0.025216,1.493660,-0.059003,-0.065766,-0.007132,-0.009446,0.016365,0.999796,0.014041,0.131958,-0.112494,0.000011,-0.000013,0.000335,0.115269,0.146095,5.777293,20.515006,5,0,0.000000,1,0.474429,0.789759,1,-1,0,nan,8,8,1,1,0,0,0.000000,0.055507,0.120128,0.084344,1.041112,0.103844,0.109492,0.115384,0,none
0.587757,1.487000,-0.067000,0.080000,1.525963,-0.165428,0.115531,1.498392,-0.069215,-0.057665,-0.001435,-0.007963,0.016350,0.999834,0.032547,0.078232,-0.094303,0.000007,0.000001,0.000263,0.111663,0.138154,2.561196,16.266236,3,0,0.000000,1,0.659673,1.666558,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.200036,0.077102,0.044787,0.668718,0.103482,0.109972,0.115298,2,anchor2:1-2;2-3
0.604333,1.488000,-0.067000,0.080000,1.492236,-0.141034,0.084517,1.498007,-0.077493,-0.050035,0.001985,-0.008342,0.016328,0.999830,0.029856,0.041145,-0.082149,0.000007,0.000010,0.000206,0.074292,0.130841,1.888161,16.266236,3,0,0.000000,1,0.658192,1.664221,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.148912,0.035858,0.023033,0.319002,0.103653,0.109980,0.115164,2,anchor2:1-2;2-3
0.637680,1.488000,-0.068000,0.080000,1.444465,-0.120503,0.102403,1.491161,-0.082444,-0.042709,0.004026,-0.010936,0.016215,0.999801,0.000425,0.018385,-0.067106,0.000014,0.000017,0.000134,0.071789,0.123596,10.671502,16.266236,3,0,0.000000,1,0.652276,1.649691,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.157118,0.124235,0.083605,1.094779,0.103789,0.109890,0.114897,2,anchor2:1-2;2-3
0.687492,1.488000,-0.067000,0.080000,1.458296,-0.051800,-0.261342,1.485475,-0.076528,-0.060980,0.002568,-0.012631,0.016064,0.999788,-0.021065,0.038491,-0.089724,0.000020,0.000011,0.000257,0.342969,0.141324,2.872296,16.266236,3,0,0.000000,1,0.665785,1.406390,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.203703,0.093020,0.055067,0.847992,0.105104,0.110884,0.115509,2,anchor6:5-6;6-7
0.720811,1.487000,-0.067000,0.080000,1.484405,-0.126410,0.141239,1.484897,-0.084110,-0.049243,0.004967,-0.012592,0.016158,0.999778,-0.021497,0.008966,-0.066556,0.000020,0.000020,0.000128,0.085361,0.130388,2.666427,16.266236,3,0,0.000000,1,0.655684,1.651022,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.195123,0.096928,0.055763,0.842441,0.103585,0.109898,0.115056,2,anchor2:1-2;2-3
0.737400,1.487000,-0.067000,0.080000,1.493080,-0.025897,-0.115038,1.485864,-0.074526,-0.054817,0.002586,-0.012231,0.016088,0.999792,-0.017462,0.042181,-0.073573,0.000018,0.000011,0.000169,0.199414,0.135032,1.788158,18.466827,4,0,0.000000,1,0.421035,0.827891,1,6,0,1.788158,8,7,1,1,0,0,0.000000,0.077739,0.109850,0.062098,0.977149,0.104048,0.109263,0.115467,0,none
0.753991,1.488000,-0.067000,0.080000,1.492224,-0.018700,-0.084011,1.486569,-0.065499,-0.057895,0.000546,-0.011950,0.016038,0.999800,-0.014454,0.071716,-0.076533,0.000017,0.000004,0.000186,0.171027,0.137911,2.610082,20.515006,5,0,0.000000,1,0.475679,0.796742,1,-1,0,nan,8,8,1,1,0,0,0.000000,0.053890,0.128153,0.053472,1.139978,0.103991,0.109580,0.115419,0,none
0.770613,1.488000,-0.067000,0.080000,1.486840,-0.123323,0.120604,1.486499,-0.072875,-0.047095,0.002578,-0.011931,0.016074,0.999796,-0.014110,0.044520,-0.058154,0.000017,0.000011,0.000070,0.069443,0.127240,4.454622,16.266236,3,0,0.000000,1,0.657167,1.655144,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.175123,0.092260,0.062618,0.879332,0.103612,0.109935,0.115094,2,anchor2:1-2;2-3
0.787350,1.488000,-0.067000,0.080000,1.539801,-0.036872,-0.107587,1.493556,-0.067290,-0.051924,0.001514,-0.010277,0.016088,0.999817,0.009586,0.061371,-0.064116,0.000010,0.000007,0.000110,0.196926,0.132041,6.462096,20.515006,5,0,0.000000,1,0.477936,0.799300,1,-1,0,nan,8,8,1,1,0,0,0.000000,0.078500,0.153658,0.068805,1.328134,0.103875,0.109670,0.115695,0,none
0.820545,1.488000,-0.067000,0.080000,1.539801,-0.036872,-0.107587,1.493556,-0.067290,-0.051924,0.001514,-0.010277,0.016088,0.999817,0.009586,0.061371,-0.064116,0.000010,0.000007,0.000110,0.196926,0.132041,-310890527239735.500000,20.515006,5,0,0.000000,1,0.749981,2.205515,0,-1,0,nan,8,8,0,0,0,1,0.033195,0.078500,0.150913,0.092872,1.330340,0.103915,0.109603,0.115534,0,none
0.837124,1.488000,-0.067000,0.080000,1.500951,-0.074473,-0.073274,1.495127,-0.065764,-0.056339,0.001849,-0.010057,0.016071,0.999819,0.013557,0.060608,-0.065908,0.000010,0.000008,0.000124,0.154002,0.136531,-621779361800184.000000,20.515006,5,0,0.000000,1,0.898579,1.207701,1,-1,0,nan,8,8,1,1,0,0,0.000000,0.019913,0.115450,0.076413,1.028278,0.103927,0.109565,0.115435,0,none
0.853773,1.488000,-0.067000,0.080000,1.534705,-0.171778,0.204013,1.501070,-0.080509,-0.039416,0.005022,-0.008943,0.015984,0.999820,0.031588,0.013437,-0.038682,0.000002,0.000023,-0.000079,0.168935,0.120886,7.284342,16.266236,3,0,0.000000,1,0.656572,1.652535,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.262143,0.095287,0.064933,0.922361,0.103308,0.109858,0.115239,2,anchor2:1-2;2-3
0.870381,1.488000,-0.067000,0.080000,1.464508,-0.135998,0.142802,1.496327,-0.087925,-0.027695,0.006474,-0.010008,0.015811,0.999804,0.016455,-0.009460,-0.020147,0.000004,0.000031,-0.000222,0.096212,0.110024,12.383550,16.266236,3,0,0.000000,1,0.652162,1.647295,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.179980,0.118350,0.078731,1.141827,0.103650,0.109852,0.114949,2,anchor2:1-2;2-3
0.887015,1.488000,-0.067000,0.080000,1.531106,-0.077519,-0.002293,1.501180,-0.086637,-0.026301,0.006221,-0.009150,0.015906,0.999812,0.030467,-0.005066,-0.017730,0.000000,0.000030,-0.000242,0.093493,0.108900,-12689795024924.500000,20.515006,5,0,0.000000,1,0.973151,1.508600,1,-1,0,nan,8,8,1,1,0,0,0.000000,0.039435,0.131992,0.075560,1.172004,0.103689,0.109482,0.115492,0,none
0.903626,1.488000,-0.067000,0.080000,1.524051,-0.052226,-0.081145,1.504514,-0.082395,-0.030093,0.005456,-0.008621,0.015993,0.999820,0.039471,0.007599,-0.022704,-0.000002,0.000026,-0.000199,0.165788,0.112384,3.541042,18.466827,4,0,0.000000,1,0.420862,0.828167,1,6,0,3.541042,8,7,1,1,0,0,0.000000,0.062436,0.140398,0.086468,1.214820,0.103870,0.109262,0.115571,0,none
0.970114,1.488000,-0.067000,0.080000,1.548925,-0.036621,-0.015175,1.513619,-0.074894,-0.030417,0.004303,-0.007542,0.016135,0.999832,0.060238,0.027874,-0.021011,-0.000008,0.000020,-0.000215,0.117017,0.113625,-25379509444858.812500,20.515006,5,0,0.000000,1,0.474671,0.955222,1,-1,0,nan,8,8,1,1,0,0,0.000000,0.054255,0.110086,0.074238,0.983793,0.103664,0.109526,0.115612,0,none
0.986835,1.488000,-0.067000,0.080000,1.453579,-0.085646,0.076060,1.505772,-0.076040,-0.023171,0.004515,-0.008962,0.016059,0.999821,0.037074,0.024157,-0.009935,-0.000002,0.000021,-0.000319,0.039345,0.105080,8.420250,16.266236,3,0,0.000000,1,0.657413,1.654322,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.112530,0.147556,0.083153,1.283267,0.103808,0.109979,0.114984,2,anchor2:1-2;2-3
1.003382,1.488000,-0.067000,0.080000,1.535740,-0.072531,0.014283,1.510340,-0.075226,-0.020637,0.004591,-0.008317,0.016558,0.999818,0.048322,0.026511,-0.005396,-0.000007,0.000021,-0.000354,0.081416,0.103414,2.907601,16.266236,3,0,0.000000,1,0.739209,1.620194,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.043264,0.131456,0.070813,1.138199,0.103644,0.109959,0.115495,2,anchor3:2-3;3-4
1.036672,1.488000,-0.068000,0.080000,1.452216,-0.120167,0.079412,1.503849,-0.080795,-0.013597,0.005621,-0.009279,0.016151,0.999811,0.028442,0.007273,0.005026,-0.000001,0.000029,-0.000455,0.063263,0.095788,5.740753,16.266236,3,0,0.000000,1,0.654395,1.655656,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.113432,0.143513,0.077540,1.248304,0.103801,0.109938,0.114966,2,anchor2:1-2;2-3
1.069879,1.488000,-0.067000,0.080000,1.587393,-0.015185,-0.058703,1.516364,-0.071422,-0.016653,0.004225,-0.007321,0.016123,0.999834,0.059455,0.030278,0.002127,-0.000013,0.000019,-0.000405,0.178332,0.100826,1.371594,18.466827,4,0,0.000000,1,0.674560,1.151065,1,1,0,1.371594,8,7,1,1,0,0,0.000000,0.099880,0.093160,0.057965,0.824819,0.103627,0.109774,0.115878,0,none
1.103138,1.488000,-0.067000,0.080000,1.462026,-0.133847,0.108466,1.510278,-0.079564,-0.007649,0.004629,-0.007567,0.016271,0.999828,0.041076,0.005645,0.018754,-0.000006,0.000029,-0.000554,0.077159,0.091304,1.416651,16.266236,3,0,0.000000,1,0.653452,1.653012,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.136958,0.087331,0.042381,0.759541,0.103716,0.109899,0.114978,2,anchor2:1-2;2-3
1.119683,1.488000,-0.067000,0.080000,1.449916,-0.135603,0.131320,1.502461,-0.086911,0.002363,0.003974,-0.005147,0.017182,0.999831,0.012808,-0.016005,0.041979,0.000000,0.000037,-0.000716,0.093758,0.081443,5.253013,16.266236,3,0,0.000000,1,0.650668,1.646406,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.147519,0.141138,0.073870,1.228492,0.103719,0.109843,0.114887,2,anchor2:1-2;2-3
1.153007,1.487000,-0.068000,0.081000,1.530894,-0.090988,0.010443,1.506357,-0.087995,0.004858,-0.000910,0.016479,0.019430,0.999675,0.005981,-0.021318,0.084143,-0.000004,0.000038,-0.000722,0.086218,0.081068,2.361074,18.466827,4,0,0.000000,1,0.596420,1.154018,1,5,0,2.361074,8,7,1,1,0,0,0.000000,0.025342,0.130481,0.070001,1.129994,0.103663,0.110190,0.115471,0,none
1.186265,1.487000,-0.067000,0.085000,1.530894,-0.090988,0.010443,1.506357,-0.087995,0.004858,-0.000910,0.016479,0.019430,0.999675,0.005981,-0.021318,0.084143,-0.000004,0.000038,-0.000722,0.089783,0.085078,-26850812802438280.000000,20.515006,5,0,0.000000,1,12.487621,-nan,0,-1,0,nan,8,8,0,0,0,1,0.033258,0.025342,0.131724,0.076198,1.268240,0.103863,0.109664,0.115699,0,none
1.202828,1.488000,-0.067000,0.088000,1.506863,-0.129100,0.037018,1.507802,-0.094710,0.013184,0.003640,0.036783,0.023142,0.999049,0.063399,-0.034136,0.182849,-0.000004,0.000046,-0.000760,0.082531,0.082204,2.356359,16.266236,3,0,0.000000,1,0.663410,1.675953,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.041852,0.040836,0.027523,0.363049,0.103689,0.110090,0.115303,2,anchor2:1-2;2-3
1.219493,1.489000,-0.068000,0.090000,1.470707,-0.161456,0.130188,1.503834,-0.104191,0.024466,0.004841,0.038083,0.024457,0.998964,0.073607,-0.056287,0.214448,0.000000,0.000058,-0.000915,0.103362,0.076319,6.102939,16.266236,3,0,0.000000,1,0.651678,1.652456,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.124716,0.104683,0.063366,0.945347,0.103646,0.109856,0.114993,2,anchor2:1-2;2-3
1.236161,1.490000,-0.068000,0.093000,1.400355,-0.131771,0.197859,1.491838,-0.108325,0.040003,0.006399,0.034518,0.026166,0.999041,0.060983,-0.065621,0.245047,0.000015,0.000065,-0.001142,0.151981,0.066620,8.589036,16.266236,3,0,0.000000,1,0.641539,1.624384,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.183949,0.153379,0.085660,1.338939,0.103785,0.109668,0.114552,2,anchor2:1-2;2-3
1.252714,1.492000,-0.068000,0.097000,1.401126,-0.108253,-0.010959,1.481830,-0.109284,0.040141,0.006806,0.030617,0.026276,0.999163,0.048014,-0.071545,0.243638,0.000030,0.000063,-0.001070,0.146743,0.070998,2.364454,16.266236,3,0,0.000000,1,0.652137,1.662323,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.095527,0.072006,0.044280,0.627095,0.104143,0.110001,0.114825,2,anchor2:1-2;2-3
1.269336,1.494000,-0.069000,0.100000,1.400007,-0.156219,0.135396,1.473220,-0.115677,0.049841,0.005900,0.028150,0.025999,0.999248,0.035420,-0.093144,0.245699,0.000042,0.000072,-0.001191,0.133022,0.071599,9.146082,16.266236,3,0,0.000000,1,0.642186,1.636912,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.119681,0.107667,0.068498,0.972876,0.103884,0.109732,0.114621,2,anchor2:1-2;2-3
1.285965,1.495000,-0.069000,0.102000,1.342368,-0.140961,0.132127,1.459553,-0.119736,0.058716,0.004805,0.023437,0.026882,0.999352,0.014336,-0.103330,0.246580,0.000063,0.000076,-0.001294,0.171414,0.075526,11.156700,16.266236,3,0,0.000000,1,0.635601,1.624747,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.139900,0.155313,0.099151,1.403075,0.104095,0.109654,0.114331,2,anchor2:1-2;2-3
1.302601,1.498000,-0.070000,0.106000,1.374176,-0.114301,0.026464,1.450798,-0.120698,0.060376,0.003704,0.018829,0.028114,0.999421,0.002373,-0.102750,0.236690,0.000075,0.000074,-0.001246,0.153691,0.082945,8.241692,16.266236,3,0,0.000000,1,0.646187,1.649447,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.084034,0.093962,0.059285,0.845014,0.104168,0.109891,0.114634,2,anchor2:1-2;2-3
1.319222,1.501000,-0.070000,0.108000,1.395462,-0.113574,0.010110,1.445218,-0.121558,0.060825,0.003178,0.014205,0.028236,0.999495,-0.002023,-0.101855,0.222093,0.000083,0.000071,-0.001176,0.150398,0.089417,0.254054,16.266236,3,0,0.000000,1,0.649963,1.657160,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.071494,0.030236,0.019780,0.271726,0.104123,0.109953,0.114766,2,anchor2:1-2;2-3
1.335842,1.503000,-0.071000,0.111000,1.343278,-0.147385,0.101391,1.435319,-0.125506,0.066382,0.003432,0.008197,0.028422,0.999557,-0.015757,-0.107062,0.214339,0.000100,0.000075,-0.001225,0.177308,0.097685,6.214669,16.266236,3,0,0.000000,1,0.636421,1.631006,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.100875,0.139097,0.075981,1.255820,0.104143,0.109694,0.114373,2,anchor2:1-2;2-3
1.352475,1.507000,-0.071000,0.114000,1.396293,-0.116459,0.021931,1.431381,-0.126231,0.066924,0.002509,0.002406,0.029089,0.999571,-0.018954,-0.107157,0.200500,0.000106,0.000072,-0.001161,0.150994,0.104809,12.339050,16.266236,3,0,0.000000,1,0.649334,1.655137,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.057888,0.131489,0.079041,1.182221,0.104098,0.109933,0.114754,2,anchor2:1-2;2-3
1.369096,1.510000,-0.071000,0.116000,1.423960,-0.120639,0.054282,1.430365,-0.127337,0.069163,0.001544,-0.002432,0.029462,0.999562,-0.024919,-0.109063,0.183824,0.000106,0.000070,-0.001140,0.116944,0.108210,8.604332,16.266236,3,0,0.000000,1,0.651495,1.654739,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.017530,0.165909,0.083637,1.492981,0.103943,0.109926,0.114853,2,anchor2:1-2;2-3
1.385749,1.512000,-0.072000,0.118000,1.381279,-0.067371,0.019140,1.425490,-0.123595,0.069092,0.000859,-0.007100,0.029848,0.999529,-0.038376,-0.098058,0.165772,0.000113,0.000058,-0.001068,0.163959,0.111973,4.223819,16.266236,3,0,0.000000,1,0.651206,1.649045,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.087241,0.142556,0.069207,1.279046,0.104165,0.109960,0.114691,2,anchor2:1-2;2-3
1.402346,1.516000,-0.073000,0.120000,1.377910,-0.082092,0.014747,1.420709,-0.121385,0.068427,-0.000007,-0.011519,0.030243,0.999476,-0.048514,-0.089305,0.148380,0.000120,0.000050,-0.000991,0.173867,0.118664,4.870388,16.266236,3,0,0.000000,1,0.649755,1.650277,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.079103,0.154046,0.074440,1.382899,0.104182,0.109947,0.114676,2,anchor2:1-2;2-3
1.418918,1.519000,-0.073000,0.121000,1.400220,-0.082068,0.035664,1.418189,-0.119313,0.068783,-0.000250,-0.016318,0.030506,0.999401,-0.056139,-0.079885,0.132880,0.000122,0.000042,-0.000943,0.146537,0.122614,5.487405,16.266236,3,0,0.000000,1,0.651981,1.650793,1,-1,0,nan,8,6,1,1,0,0,0.000000,0.052980,0.157139,0.076032,1.411231,0.104066,0.109952,0.114762,2,anchor2:1-2;2-3
